product_a_id,product_b_id,score,decision,name_a,name_b,brand_a,brand_b,retailer_a,retailer_b,price_a,price_b,dimension_a,dimension_b,explanation
2933,3901,0.84,review,Natura Corretivo Cobertura Extrema 24h Una 21N - 8ml,Natura Corretivo Cobertura Extrema 24h Una 30N - 8ml,natura,natura,amazon_br,amazon_br,4990,4649,8ml,8ml,brand_match:natura; title_high:0.96; size_ambiguous; shade_match:retivo; pack_match:11; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2933,4332,0.84,review,Natura Corretivo Cobertura Extrema 24h Una 21N - 8ml,Natura Corretivo Cobertura Extrema 24h Una 24N - 8ml,natura,natura,amazon_br,amazon_br,4990,5390,8ml,8ml,brand_match:natura; title_high:0.98; size_ambiguous; shade_match:retivo; pack_match:11; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3060,3901,0.84,review,Natura Corretivo Cobertura Extrema 24h Una 19N - 8ml,Natura Corretivo Cobertura Extrema 24h Una 30N - 8ml,natura,natura,amazon_br,amazon_br,5290,4649,8ml,8ml,brand_match:natura; title_high:0.96; size_ambiguous; shade_match:retivo; pack_match:11; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3060,4332,0.84,review,Natura Corretivo Cobertura Extrema 24h Una 19N - 8ml,Natura Corretivo Cobertura Extrema 24h Una 24N - 8ml,natura,natura,amazon_br,amazon_br,5290,5390,8ml,8ml,brand_match:natura; title_high:0.96; size_ambiguous; shade_match:retivo; pack_match:11; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3901,4332,0.84,review,Natura Corretivo Cobertura Extrema 24h Una 30N - 8ml,Natura Corretivo Cobertura Extrema 24h Una 24N - 8ml,natura,natura,amazon_br,amazon_br,4649,5390,8ml,8ml,brand_match:natura; title_high:0.96; size_ambiguous; shade_match:retivo; pack_match:11; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
11758,4221,0.84,review,BASE FACIAL COSMOS BY KAREN BACHINI M14NQ,BASE FACIAL COSMOS BY KAREN BACHINI M10NQ,by karen bachini,by karen bachini,amazon_br,amazon_br,7790,5356,,,brand_match:by karen bachini; title_high:0.98; size_match:40g; color_match:white; shade_match:off; pack_match:7; category_exact; penalty:conflicting_model
11758,4628,0.84,review,BASE FACIAL COSMOS BY KAREN BACHINI M14NQ,BASE FACIAL COSMOS BY KAREN BACHINI M15NF,by karen bachini,by karen bachini,amazon_br,amazon_br,7790,5390,,,brand_match:by karen bachini; title_high:0.95; size_match:40g; color_match:white; shade_match:off; pack_match:7; category_exact; penalty:conflicting_model
4221,4628,0.84,review,BASE FACIAL COSMOS BY KAREN BACHINI M10NQ,BASE FACIAL COSMOS BY KAREN BACHINI M15NF,by karen bachini,by karen bachini,amazon_br,amazon_br,5356,5390,,,brand_match:by karen bachini; title_high:0.95; size_match:40g; color_match:white; shade_match:off; pack_match:7; category_exact; price_close; penalty:conflicting_model
3343,4143,0.84,review,Max Love paleta mista 04 cont/blush/ilum,Max Love paleta mista 03 cont/blush/ilum,max love,max love,amazon_br,amazon_br,1789,1789,,,brand_match:max love; title_high:0.97; size_match:200g; color_match:white; shade_match:off; pack_match:20; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3343,4553,0.84,review,Max Love paleta mista 04 cont/blush/ilum,MaX Love paleta mista 05 cont/blush/ilum,max love,max love,amazon_br,amazon_br,1789,1789,,,brand_match:max love; title_high:0.97; size_match:200g; color_match:white; shade_match:off; pack_match:20; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
4143,4553,0.84,review,Max Love paleta mista 03 cont/blush/ilum,MaX Love paleta mista 05 cont/blush/ilum,max love,max love,amazon_br,amazon_br,1789,1789,,,brand_match:max love; title_high:0.97; size_match:200g; color_match:white; shade_match:off; pack_match:20; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2943,3187,0.84,review,Corretivo Fix 02 Vizzela 7g,Corretivo Fix 03 Vizzela 7g,vizzela,vizzela,amazon_br,amazon_br,5990,5990,7g,7g,brand_match:vizzela; title_high:0.96; size_ambiguous; shade_match:retivo; pack_match:9; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2943,3338,0.84,review,Corretivo Fix 02 Vizzela 7g,Corretivo Fix 07 Vizzela 7g,vizzela,vizzela,amazon_br,amazon_br,5990,5990,7g,7g,brand_match:vizzela; title_high:0.96; size_ambiguous; shade_match:retivo; pack_match:9; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
2943,3536,0.84,review,Corretivo Fix 02 Vizzela 7g,Corretivo Fix 05 Vizzela 7g,vizzela,vizzela,amazon_br,amazon_br,5990,5990,7g,7g,brand_match:vizzela; title_high:0.96; size_ambiguous; shade_match:retivo; pack_match:9; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3187,3338,0.84,review,Corretivo Fix 03 Vizzela 7g,Corretivo Fix 07 Vizzela 7g,vizzela,vizzela,amazon_br,amazon_br,5990,5990,7g,7g,brand_match:vizzela; title_high:0.96; size_ambiguous; shade_match:retivo; pack_match:9; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3187,3536,0.84,review,Corretivo Fix 03 Vizzela 7g,Corretivo Fix 05 Vizzela 7g,vizzela,vizzela,amazon_br,amazon_br,5990,5990,7g,7g,brand_match:vizzela; title_high:0.96; size_ambiguous; shade_match:retivo; pack_match:9; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3233,4236,0.84,review,Corretivo Fix 04 Vizzela 7g,Corretivo Fix 01 Vizzela 7g,vizzela,vizzela,amazon_br,amazon_br,5990,5990,7g,7g,brand_match:vizzela; title_high:0.96; size_ambiguous; shade_match:retivo; pack_match:13; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3338,3536,0.84,review,Corretivo Fix 07 Vizzela 7g,Corretivo Fix 05 Vizzela 7g,vizzela,vizzela,amazon_br,amazon_br,5990,5990,7g,7g,brand_match:vizzela; title_high:0.96; size_ambiguous; shade_match:retivo; pack_match:9; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3276,3537,0.84,review,BT SKINPLUSH CORRETIVO F3040,BT SKINPLUSH CORRETIVO L3040,bruna tavares,bruna tavares,amazon_br,amazon_br,5800,5299,,,brand_match:bruna tavares; title_high:0.96; size_match:90g; shade_match:retivo; pack_match:2; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
4301,4340,0.84,review,LATIKA Batom Líquido Lip Matte - N° 33,Latika Batom Líquido Lip Matte Nº 38,latika,latika,amazon_br,amazon_br,3990,2977,,,brand_match:latika; title_high:0.96; size_ambiguous; shade_match:nude; pack_match:5; penalty:conflicting_global_identifier; penalty:conflicting_model
2968,3544,0.84,review,Sombra de Sobrancelhas Melu RR5712 RubyRose,Sombra de Sobrancelhas Melu RR5711 RubyRose,ruby rose,ruby rose,amazon_br,amazon_br,2190,1900,,,brand_match:ruby rose; title_high:0.98; size_match:180g; color_match:marrom; shade_match:marrom; pack_match:16; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3061,4280,0.84,review,CORRETIVO-BYE BYE OLHEIRA-D4-CLARO,CORRETIVO-BYE BYE OLHEIRA-D2-CLARO,dailus,dailus,amazon_br,amazon_br,3390,4599,,,brand_match:dailus; title_high:0.97; size_match:30g; shade_match:retivo; pack_missing_one_side; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
3134,4388,0.84,review,Cilios Kiss I-Envy Prem.Au Natureza 02,Cilios Kiss I-Envy Prem.Au Natureza 01,i-envy,i-envy,amazon_br,amazon_br,1673,,,,brand_match:i envy; title_high:0.97; size_match:34g; color_match:preto; shade_match:preto; pack_missing_one_side; category_exact; penalty:conflicting_global_identifier; penalty:conflicting_model
3138,3236,0.84,review,Henna em Pó Natural 50g - Surya Brasil - Castanho Dourado,Henna em Pó Natural 50g - Surya Brasil - Castanho,surya brasil,surya brasil,amazon_br,amazon_br,3689,3689,50g,50g,brand_match:surya brasil; title_high:1.00; size_ambiguous; shade_match:po; pack_match:4; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3219,3637,0.84,review,"Sport Make Up Blush All Inone Terracota 4,5G, Pink Cheeks, Terracota, Pequeno","Blush com Protetor Solar FPS30 All in One Terracota Pink Cheeks 4,5g",pink cheeks,hupi,amazon_br,amazon_br,7190,,,,title_medium:0.76; identifier_match:ean; size_ambiguous; shade_match:de; category_exact; penalty:conflicting_strong_brand; penalty:clearly_incompatible_variant
3576,3905,0.84,review,Batom Nude Matte 30H 660 Max Love,Batom Nude Matte 30H 661 Max Love,max love,max love,amazon_br,amazon_br,1390,1390,,,brand_match:max love; title_high:0.97; size_match:40g; color_match:white; shade_match:off; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3567,4507,0.84,review,"CARE Corretivo Líquido, True Clean C4, 5,5ml","CARE Corretivo Líquido, True Clean C6, 5,5ml",care natural beauty,care natural beauty,amazon_br,amazon_br,7590,8066,,,brand_match:care natural beauty; title_high:0.98; size_ambiguous; shade_match:retivo; pack_match:11; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3597,4139,0.84,review,Koloss Lápis Delineador Para Sobrancelhas Universal Universal,Koloss Delineador Universal - Lápis para Sobrancelha,koloss,koloss,amazon_br,amazon_br,2528,2875,,,brand_match:koloss; title_high:0.99; identifier_match:ean; price_close; penalty:conflicting_model; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant; penalty:clearly_incompatible_variant
3647,3704,0.84,review,BT LIPSHAPE TAUPE BROWN,BT LIPSHAPE TAUPE BROWN,bruna tavares,bruna tavares,amazon_br,amazon_br,5590,5690,,,brand_match:bruna tavares; title_high:1.00; size_match:20g; color_match:marrom; shade_match:marrom; pack_missing_one_side; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3733,4495,0.84,review,Corretivo Camuflagem A2 Alta Cobertura Matte Catharine Hill Angel Wings by Pri Lessa,Corretivo Camuflagem A4 Alta Cobertura Matte Catharine Hill Angel Wings by Pri Lessa,catharine hill,catharine hill,amazon_br,amazon_br,4390,4390,,,brand_match:catharine hill; title_high:0.99; size_match:40g; shade_match:retivo; pack_match:13; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3733,4617,0.84,review,Corretivo Camuflagem A2 Alta Cobertura Matte Catharine Hill Angel Wings by Pri Lessa,Corretivo Camuflagem A1 Alta Cobertura Matte Catharine Hill Angel Wings by Pri Lessa,catharine hill,catharine hill,amazon_br,amazon_br,4390,4390,,,brand_match:catharine hill; title_high:0.99; size_match:40g; shade_match:retivo; pack_match:13; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
4495,4617,0.84,review,Corretivo Camuflagem A4 Alta Cobertura Matte Catharine Hill Angel Wings by Pri Lessa,Corretivo Camuflagem A1 Alta Cobertura Matte Catharine Hill Angel Wings by Pri Lessa,catharine hill,catharine hill,amazon_br,amazon_br,4390,4390,,,brand_match:catharine hill; title_high:0.99; size_match:40g; shade_match:retivo; pack_match:13; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3746,4535,0.84,review,BT LIPSHAPE WARM BROWN,BT LIPSHAPE WARM BROWN,bruna tavares,bruna tavares,amazon_br,amazon_br,4900,5590,,,brand_match:bruna tavares; title_high:1.00; size_match:20g; color_match:marrom; shade_match:marrom; pack_missing_one_side; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
4088,4439,0.84,review,Lapiseira Para Sobrancelhas Hello Brow nº 03 - VZ-53 - Vizzela,Lapiseira Para Sobrancelhas Hello Brow nº 01 - VZ-53 - Vizzela,vizzela,vizzela,amazon_br,amazon_br,4990,4990,,,brand_match:vizzela; title_high:0.98; size_match:24g; shade_match:marron; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
4131,4150,0.84,review,CORRETIVO LIQUIDO TOP BEAUTY DISFARCE FACE COR 02,CORRETIVO LIQUIDO TOP BEAUTY DISFARCE FACE COR 01,top beauty,top beauty,amazon_br,amazon_br,1620,1620,,,brand_match:top beauty; title_high:0.98; size_match:14g; color_match:white; shade_match:retivo; pack_match:2; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
4131,4464,0.84,review,CORRETIVO LIQUIDO TOP BEAUTY DISFARCE FACE COR 02,CORRETIVO LIQUIDO TOP BEAUTY DISFARCE FACE COR 03,top beauty,top beauty,amazon_br,amazon_br,1620,1377,,,brand_match:top beauty; title_high:0.98; size_match:14g; color_match:white; shade_match:retivo; pack_match:2; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
4150,4464,0.84,review,CORRETIVO LIQUIDO TOP BEAUTY DISFARCE FACE COR 01,CORRETIVO LIQUIDO TOP BEAUTY DISFARCE FACE COR 03,top beauty,top beauty,amazon_br,amazon_br,1620,1377,,,brand_match:top beauty; title_high:0.98; size_match:14g; color_match:white; shade_match:retivo; pack_match:2; category_exact; price_close; penalty:conflicting_global_identifier; penalty:conflicting_model
3442,3715,0.8349,review,"Maquiagem Infantil Kit para Meninas, Paleta de Sombras, Pincel de Maquiagem, Gloss Labial mais acessórios, Necessarie Maquiagem, Presente para crianças, Kit Beleza, Presente Para Crianças CN1","Maquiagem Infantil, Kit, Paleta de Sombras, Pincel de maquiagem, Necessarie, Gloss Labial e Acessórios Maquiagem Para Crianças e Jovens, Presente para Meninas CN2",k11 photo design,k11 photo design,amazon_br,amazon_br,6998,7998,,,brand_match:k11 photo design; title_high:0.95; model_match:4x5; size_match:190g; shade_match:de; pack_match:14; category_exact; price_close
3266,3395,0.8254,review,"Maquiagem Kit Completo para Meninas, Jovens e Adultos, com Necessarie Feminina, Paleta de Sombras, Pincel de Maquiagem, Gloss Labial e mais Itens, Presente para Mulheres, Adolescentes, Kit Beleza, Maquiagem Infantil Juvenil Make Up CN4","Kit de Maquiagem para Meninas, Jovens, Adultos. Necessarie Feminina, Paleta de Sombras, Pincel de Maquiagem, Esponja, Gloss Labial e mais itens, Maquiagem Infantil, Juvenil, Presente Adolescente, Presente Todas as Idades CN3",k11 photo design,k11 photo design,amazon_br,amazon_br,8999,8999,,,brand_match:k11 photo design; title_medium:0.88; model_match:23cm; size_match:190g; color_match:preta; shade_match:de; pack_match:14; category_exact; price_close
2833,3804,0.8187,review,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N150),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige N210),mary kay,mary kay,amazon_br,amazon_br,7500,7990,30ml,30ml,brand_match:mary kay; title_high:0.98; model_match:3d; size_ambiguous; shade_match:bege; pack_missing_one_side; category_exact; price_close
2701,3914,0.8156,review,Base Time Wise 3D Beige W160,Base Time Wise 3D Beige C120,mary kay,mary kay,amazon_br,amazon_br,7400,7500,,,brand_match:mary kay; title_high:0.93; model_match:3d; size_ambiguous; shade_match:bege; pack_match:2; category_exact; price_close
931,944,0.806,review,Escova Secadora Alisadora Revlon Root Booster (127),Escova Secadora Alisadora Revlon Root Booster (220),revlon,revlon,amazon_br,amazon_br,30663,36740,,,brand_match:revlon; title_high:0.96; model_match:rvdr5292; color_match:preto; shade_match:preto; pack_match:4; category_exact; penalty:clearly_incompatible_size
3159,3192,0.8012,review,BT PLUSH NUTS 3X1 BTO BLUSH E SOMBRA,BT PLUSH WOOD 3X1 BTO BLUSH E SOMBRA,bruna tavares,bruna tavares,amazon_br,amazon_br,7308,7308,,,brand_match:bruna tavares; title_high:0.93; model_match:3x1; size_match:28g; color_match:marrom; shade_match:marrom; pack_match:2; category_exact; price_close; penalty:conflicting_global_identifier
1427,1577,0.8008,review,"Kit de Manicure e Pedicure, 100 Mini Lixas de Unha, 100 Palitos para Unha, Descartáveis (Lixa rosa)","Kit 100 Mini Lixas de Unha para Manicure e Pedicure, 8cm, Descartáveis, Lado Áspero e Fino (Parda)",pura arte,pura arte,amazon_br,amazon_br,2190,1490,,,brand_match:pura arte; title_medium:0.88; model_match:8cm; size_missing_one_side; color_match:rosa; shade_match:amarelo; pack_match:8; category_exact
1436,1577,0.7987,review,"Kit de Manicure e Pedicure, 100 Mini Lixas de Unha, 100 Palitos para Unha, Descartáveis (Lixa parda)","Kit 100 Mini Lixas de Unha para Manicure e Pedicure, 8cm, Descartáveis, Lado Áspero e Fino (Parda)",pura arte,pura arte,amazon_br,amazon_br,2190,1490,,,brand_match:pura arte; title_high:0.92; model_match:8cm; size_missing_one_side; shade_match:amarelo; pack_match:8; category_exact
1833,2089,0.7973,review,Maybelline NY Máscara de Cílios The Falsies Surreal Efeito 3D Lavável,Maybelline NY Máscara de Cílios The Falsies Surreal Efeito 3D A prova D'Água,maybelline,maybelline,amazon_br,amazon_br,5715,7301,,,"brand_match:maybelline; title_high:0.94; model_match:10x,3d; size_match:35g; color_match:preto; shade_match:preto; pack_match:29; category_exact; penalty:conflicting_global_identifier"
1359,1795,0.7954,review,Corpo Dourado Banho de Lua - Kit Prático Pelos Dourados Camomila (6 Itens),Corpo Dourado Banho de Lua - Kit Prático Pelos Dourados Tradicional (6 Itens),corpo dourado,corpo dourado,amazon_br,amazon_br,2999,3299,,,"brand_match:corpo dourado; title_high:0.93; model_match:1o,2o,3o; size_ambiguous; color_match:branca; shade_match:po; pack_match:6; category_exact; price_close; penalty:conflicting_global_identifier"
897,1976,0.7938,review,Secador de Cabelos Britânia BSC2150 2100W Preto e fumê Bivolt,Secador de Cabelos Britânia Bivolt 2100W BSC2250 Bivolt,britânia,britânia,amazon_br,amazon_br,11896,11349,,,brand_match:britania; title_high:0.91; model_match:2100w; size_match:700g; color_match:preto; shade_match:preto; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier
3720,3914,0.7931,review,Base Time Wise 3D Beige N200,Base Time Wise 3D Beige C120,mary kay,mary kay,amazon_br,amazon_br,7284,7500,,,brand_match:mary kay; title_high:0.93; model_match:3d; size_match:40g; pack_match:2; category_exact; price_close; penalty:clearly_incompatible_variant
1001,1008,0.793,review,MONDIAL Escova Secadora Mondial Golden Rose 1200W Bivolt - Es-Ju-01,"Escova Secadora, Mondial, Golden Rose, 1200W, Bivolt - ES-02-BI",mondial,mondial,amazon_br,amazon_br,16799,11305,,,"brand_match:mondial; title_high:0.95; model_match:1200w,127v,220v; size_match:550g; color_match:rose; shade_match:golden; pack_match:5; category_exact; penalty:conflicting_global_identifier"
3253,3323,0.7923,review,Base Time Wise 3D Ivory W150,Base Time Wise 3D Ivory C110,mary kay,mary kay,amazon_br,amazon_br,7284,7500,,,brand_match:mary kay; title_high:0.93; model_match:3d; size_match:40g; pack_match:2; category_exact; price_close; penalty:clearly_incompatible_variant
1216,1298,0.7923,review,Karsten Toalha De Rosto Hera - Branco 48 x 80 Q,Karsten Toalha De Rosto Magna - Branco 48 x 80 Q,karsten,karsten,amazon_br,amazon_br,3418,3300,,,"brand_match:karsten; title_high:0.94; model_match:150oc,48cm,60oc; size_ambiguous; color_match:branco; shade_match:branco; pack_match:48; category_exact; price_close; penalty:conflicting_global_identifier"
172,3323,0.7922,review,Base Time Wise 3D Ivory N160,Base Time Wise 3D Ivory C110,mary kay,mary kay,amazon_br,amazon_br,6984,7500,,,brand_match:mary kay; title_high:0.93; model_match:3d; size_match:40g; shade_match:ivory; category_exact; price_close; penalty:clearly_incompatible_variant
928,933,0.7916,review,Shark FlexStyle Secador de cabelo e modelador 127v para cabelos lisos e ondulados,Shark FlexStyle Secador de cabelo e modelador 127v para cabelos crespos e cacheados,shark,shark,amazon_br,amazon_br,190300,190300,,,brand_match:shark; title_medium:0.89; model_match:127v; size_match:700g; color_match:rose; shade_match:rose; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier
2638,3253,0.7915,review,Base Time Wise 3D Beige W180,Base Time Wise 3D Ivory W150,mary kay,mary kay,amazon_br,amazon_br,7000,7284,,,brand_match:mary kay; title_medium:0.82; model_match:3d; size_match:40g; shade_match:da; pack_missing_one_side; category_exact; price_close
369,410,0.7895,review,"KIKO MILANO, 3D Hydra Lipgloss, Gloss Hidratante Para Os Lábios, Com Efeito 3D, Fórmula Com Extrato de Bidens","KIKO MILANO, 3D Hydra Lipgloss, Gloss Hidratante Para Os Lábios, Com Efeito 3D, Fórmula Com Extrato de Bidens",kiko milano,kiko milano,amazon_br,amazon_br,8991,8091,,,brand_match:kiko milano; title_high:1.00; model_match:3d; color_match:rose; pack_match:7; category_exact; price_close; penalty:clearly_incompatible_size; penalty:clearly_incompatible_variant
1216,1223,0.7887,review,Karsten Toalha De Rosto Hera - Branco 48 x 80 Q,Karsten Toalha De Rosto Lumina - Branco Com Cinza 48 x 80 Q,karsten,karsten,amazon_br,amazon_br,3418,3990,,,"brand_match:karsten; title_high:0.94; model_match:150oc,60oc,80c; size_ambiguous; color_match:branco; shade_match:branco; pack_match:48; category_exact; price_close; penalty:conflicting_global_identifier"
3005,3312,0.7884,review,Magic Color Gloss Matizador 3D Morena Iluminada Avelã – Efeito Loiro Natural Dourado,Magic Color Gloss Matizador 3D Morena Iluminada Mel – Efeito Loiro Claro Dourado,magic color,Magic Color,amazon_br,amazon_br,4990,4571,,,brand_match:magic color; title_high:0.93; model_match:3d; size_missing_one_side; pack_missing_one_side; category_exact; price_close
3312,3676,0.7884,review,Magic Color Gloss Matizador 3D Morena Iluminada Mel – Efeito Loiro Claro Dourado,Magic Color Gloss Matizador 3D Morena Iluminada Doce De Leite – Efeito Loiro Médio Dourado,Magic Color,magic color,amazon_br,amazon_br,4571,4654,,,brand_match:magic color; title_high:0.93; model_match:3d; size_missing_one_side; pack_missing_one_side; category_exact; price_close
3065,4199,0.7844,review,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W160),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W100),mary kay,mary kay,amazon_br,amazon_br,7990,7500,30ml,30ml,brand_match:mary kay; title_high:0.98; model_match:3d; size_ambiguous; pack_match:3; category_exact; price_close; penalty:conflicting_global_identifier
3707,4237,0.7837,review,MELU - GLOSS LABIAL GINGA BALANÇO MADE IN RRL6405-6,MELU - GLOSS LABIAL GINGA BOROGODÓ MADE IN RRL6405-4,melu,melu,amazon_br,amazon_br,2190,3594,,,brand_match:melu; title_medium:0.89; model_match:rrl6405; size_match:20g; color_match:rose; shade_match:bege; pack_match:4; category_exact; penalty:conflicting_global_identifier
3253,3861,0.7824,review,Base Time Wise 3D Ivory W150,Base Time Wise 3D Ivory W130,mary kay,mary kay,amazon_br,amazon_br,7284,7500,,,brand_match:mary kay; title_high:0.96; model_match:3d; size_match:40g; pack_missing_one_side; category_exact; price_close; penalty:clearly_incompatible_variant
3065,3834,0.7807,review,Base liquida matte Timewise® 3D Mary kay - 30ml (Beige W160),Base liquida matte Timewise® 3D Mary kay - 30ml (Beige C110),mary kay,mary kay,amazon_br,amazon_br,7990,7500,30ml,30ml,brand_match:mary kay; title_high:0.96; model_match:3d; size_ambiguous; pack_match:3; category_exact; price_close; penalty:conflicting_global_identifier
2982,3639,0.7806,review,Eudora Soul Turbo 7.0 Ultra Resistente Máscara Cílios 10g,Eudora SOUL Turbo Máscara de Cílios 10g,eudora,eudora,amazon_br,amazon_br,,5490,10g,10g,brand_match:eudora; title_high:0.96; model_match:15x; size_ambiguous; pack_missing_one_side; category_exact
1223,1298,0.7804,review,Karsten Toalha De Rosto Lumina - Branco Com Cinza 48 x 80 Q,Karsten Toalha De Rosto Magna - Branco 48 x 80 Q,karsten,karsten,amazon_br,amazon_br,3990,3300,,,"brand_match:karsten; title_high:0.93; model_match:150oc,60oc,80c; size_ambiguous; color_match:branco; shade_match:branco; pack_match:48; category_exact; penalty:conflicting_global_identifier"
2946,3312,0.7804,review,Magic Color Gloss Matizador 3D Morena Iluminada Amêndoa – Efeito Marrom Dourado,Magic Color Gloss Matizador 3D Morena Iluminada Mel – Efeito Loiro Claro Dourado,magic color,Magic Color,amazon_br,amazon_br,4600,4571,,,brand_match:magic color; title_medium:0.89; model_match:3d; size_missing_one_side; pack_missing_one_side; category_exact; price_close
2712,3106,0.7801,review,Bruna Tavares Bt Velvet/2X1 Primer/Sombra Líquida Black!,Bruna Tavares Bt Velvet/2X1 Primer/Sombra Líquida Brown!,bruna tavares,bruna tavares,amazon_br,amazon_br,5990,5990,,,brand_match:bruna tavares; title_high:0.94; model_match:2x1; size_ambiguous; shade_match:forma; pack_match:5; category_exact; price_close; penalty:conflicting_global_identifier
930,984,0.7799,review,Escova Secadora Britânia Soft 4 em 1 1300W BEC07R Bivolt,Escova Secadora Britânia Bivolt 1300W 4 em 1 Infrared BES36 Viih Tube,britânia,britânia,amazon_br,amazon_br,8990,11900,,,brand_match:britania; title_medium:0.88; model_match:1300w; size_match:550g; color_match:rosa; shade_match:rosa; pack_match:11; category_exact; penalty:conflicting_global_identifier
1217,1218,0.7794,review,"Kit Toalhas De Rosto, 3 Pe�as, Medalh�o, Corttex, Algod�o, Jacquard, Alta Absor��o, 450g/m� - Altihaus (Marinho)","Kit Toalhas De Rosto, 3 Pe�as, Medalh�o, Corttex, Algod�o, Jacquard, Alta Absor��o, 450g/m� - Altihaus (Rosa)",altihaus,altihaus,amazon_br,amazon_br,9900,9900,450g,450g,"brand_match:altihaus; title_high:0.97; model_match:50cm,70c,70cm; size_ambiguous; shade_match:ttex; pack_missing_one_side; category_exact; price_close; penalty:conflicting_global_identifier"
3106,4084,0.7793,review,Bruna Tavares Bt Velvet/2X1 Primer/Sombra Líquida Brown!,Bruna Tavares Bt Velvet/2X1 Primer/Sombra Líquida Violet!,bruna tavares,bruna tavares,amazon_br,amazon_br,5990,,,,brand_match:bruna tavares; title_high:0.94; model_match:2x1; size_ambiguous; shade_match:forma; pack_match:5; category_exact; penalty:conflicting_global_identifier
2556,3926,0.7786,review,MELU - CORRETIVO LÍQUIDO COISA MAIS LINDA MADE IN 15 RRM602-2,MELU - CORRETIVO LÍQUIDO COISA MAIS LINDA MADE IN 25 RRM602-3,melu,melu,amazon_br,amazon_br,2599,2600,,,brand_match:melu; title_high:0.97; model_match:rrm602; size_match:20g; color_match:rose; shade_match:retivo; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
2556,3872,0.7785,review,MELU - CORRETIVO LÍQUIDO COISA MAIS LINDA MADE IN 15 RRM602-2,MELU - CORRETIVO LÍQUIDO COISA MAIS LINDA MADE IN 5 RRM602-1,melu,melu,amazon_br,amazon_br,2599,2547,,,brand_match:melu; title_high:0.97; model_match:rrm602; size_match:20g; color_match:rose; shade_match:retivo; category_exact; price_close; penalty:conflicting_global_identifier; penalty:clearly_incompatible_variant
2712,4084,0.7777,review,Bruna Tavares Bt Velvet/2X1 Primer/Sombra Líquida Black!,Bruna Tavares Bt Velvet/2X1 Primer/Sombra Líquida Violet!,bruna tavares,bruna tavares,amazon_br,amazon_br,5990,,,,brand_match:bruna tavares; title_high:0.94; model_match:2x1; size_match:49g; shade_match:forma; pack_match:5; category_exact; penalty:conflicting_global_identifier
1217,1256,0.7765,review,"Kit Toalhas De Rosto, 3 Pe�as, Medalh�o, Corttex, Algod�o, Jacquard, Alta Absor��o, 450g/m� - Altihaus (Marinho)","Kit Toalhas De Rosto, 3 Pe�as, Medalh�o, Corttex, Algod�o, Jacquard, Alta Absor��o, 450g/m� - Altihaus (Bege)",altihaus,altihaus,amazon_br,amazon_br,9900,7497,450g,450g,"brand_match:altihaus; title_high:0.97; model_match:50cm,70c,70cm; size_ambiguous; shade_match:ttex; pack_missing_one_side; category_exact; penalty:conflicting_global_identifier"
